candidate_count,case_id,expected_domain,fusion_seconds,ground_truth_used_in_inference,mean_matched_boundary_f1_at_025,mean_matched_iou_at_025,object_category,object_iou,object_precision,object_recall,oversegmentation_ratio,part_f1_at_025,part_f1_at_050,part_precision_at_025,part_precision_at_050,part_recall_at_025,part_recall_at_050,predicted_part_count,semantic_part_recall_at_025,variant
17,watch,device,0.08133830002043396,False,0.3384964940998266,0.4144957363605499,watch,0.917430133189622,0.996946373295407,0.9200154410345494,1.3333333333333333,0.28571428571428575,0.0,0.25,0.0,0.3333333333333333,0.0,4.0,0.3333333333333333,A2_consensus_hierarchy
17,watch,device,0.08510399999795482,False,0.33397709398475456,0.3806906044483185,watch,0.917430133189622,0.996946373295407,0.9200154410345494,2.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,6.0,0.0,A3_full_fusion
6,earphone,device,0.009047799976542592,False,0.42127385937671546,0.5195176005363464,earphone,0.7639515554500119,0.9975193798449612,0.7654056626219368,0.8,0.22222222222222224,0.22222222222222224,0.25,0.25,0.2,0.2,4.0,0.0,A0_independent_max
6,earphone,device,0.009470099990721792,False,0.42127385937671546,0.5195176005363464,earphone,0.7639515554500119,0.9975193798449612,0.7654056626219368,0.8,0.22222222222222224,0.22222222222222224,0.25,0.25,0.2,0.2,4.0,0.0,A1_cross_source_consensus
6,earphone,device,0.012617000029422343,False,0.6999666989232581,0.577501654624939,earphone,0.930565329580108,0.9851005711447728,0.9438496312157982,1.0,0.4000000000000001,0.4000000000000001,0.4,0.4,0.4,0.4,5.0,0.2,A2_consensus_hierarchy
6,earphone,device,0.013191700039897114,False,0.6999666989232581,0.577501654624939,earphone,0.930565329580108,0.9851005711447728,0.9438496312157982,1.0,0.4000000000000001,0.4000000000000001,0.4,0.4,0.4,0.4,5.0,0.2,A3_full_fusion
8,fan,device,0.009501299995463341,False,0.6990789449151527,0.468723326921463,fan,0.5835678109172763,0.9913957934990439,0.5865384615384616,0.5,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,3.0,0.3333333333333333,A0_independent_max
8,fan,device,0.009896699979435652,False,0.7137127358264126,0.5346374958753586,fan,0.6082068577852726,0.989935956084172,0.6119909502262444,0.5,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,3.0,0.3333333333333333,A1_cross_source_consensus
8,fan,device,0.011926800012588501,False,0.7909698996655519,0.6004179120063782,fan,0.6986149584487534,0.9714946070878274,0.7132352941176471,0.5,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,3.0,0.16666666666666666,A2_consensus_hierarchy
8,fan,device,0.012382499990053475,False,0.8139325678054538,0.6343063910802206,fan,0.6986149584487534,0.9714946070878274,0.7132352941176471,0.6666666666666666,0.6,0.4,0.75,0.5,0.5,0.3333333333333333,4.0,0.3333333333333333,A3_full_fusion
7,lamp,device,0.011121999996248633,False,0.0,0.0,lamp,0.7996464348850914,0.9930479326747165,0.8041481481481482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A0_independent_max
7,lamp,device,0.012275199987925589,False,0.0,0.0,lamp,0.7996464348850914,0.9930479326747165,0.8041481481481482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A1_cross_source_consensus
7,lamp,device,0.01702670002123341,False,0.8880547495038167,0.6293399035930634,lamp,0.9132207338380897,0.9815336463223787,0.9291851851851852,1.0,0.6,0.4000000000000001,0.6,0.4,0.6,0.4,5.0,0.2,A2_consensus_hierarchy
7,lamp,device,0.016447899979539216,False,0.8880547495038167,0.6293399035930634,lamp,0.9132207338380897,0.9815336463223787,0.9291851851851852,1.0,0.6,0.4000000000000001,0.6,0.4,0.6,0.4,5.0,0.2,A3_full_fusion
15,blender,device,0.19040760002098978,False,0.4187331766801452,0.307874470949173,blender,0.904393128696142,0.9999299441888705,0.9044504368764565,0.14285714285714285,0.25,0.0,1.0,0.0,0.14285714285714285,0.0,1.0,0.14285714285714285,A0_independent_max
